
1;;7.50892
11;;2.30918
21;;3.20726
31;;3.0365
41;;3.71638
51;;2.53859
61;;3.20981
71;;5.06735
81;;2.32819
91;;3.93532
101;;4.15795
111;;3.6575
121;;4.92444
131;;3.308
141;;6.86423
151;;6.7124
161;;5.19579
171;;7.32936
181;;4.87752
191;;4.93635
201;;6.7859
211;;4.48324
221;;6.61926
231;;3.92418
241;;6.59289
251;;7.58584
